"id","genero","edad","ocup","cp","len_cp"
"3041","M","25","4","97333","5"
"3042","M","56","1","49042","5"
"3043","M","18","2","90069","5"
"3044","M","35","16","77301","5"
"3045","M","45","1","90631","5"
"3046","M","1","4","46311","5"
"3047","F","25","4","94117","5"
"3048","M","18","2","02066","5"
"3049","F","50","0","02421","5"
"3050","M","35","12","94025","5"
"3051","M","18","17","94063","5"
"3052","M","35","12","10036","5"
"3053","F","25","3","55102","5"
"3054","M","18","4","44056","5"
"3055","F","25","3","98501","5"
"3056","M","25","18","10309","5"
"3057","F","25","12","55438","5"
"3058","M","18","12","55123","5"
"3059","M","35","0","75023","5"
"3060","F","35","1","92705","5"
"3061","M","45","2","29440","5"
"3062","M","18","4","03106","5"
"3063","M","18","4","03106","5"
"3064","M","35","17","90026","5"
"3065","F","18","4","48135","5"
"3066","M","18","4","61801","5"
"3067","F","25","0","02148","5"
"3068","F","35","9","66204","5"
"3069","M","18","4","97470","5"
"3070","F","18","4","10708","5"
"3071","M","25","1","02115","5"
"3072","M","50","1","55126","5"
"3073","M","25","0","90028","5"
"3074","M","25","0","23451","5"
"3075","F","25","11","06107","5"
"3076","M","35","17","30024","5"
"3077","M","18","4","43202","5"
"3078","F","35","1","02155","5"
"3079","F","25","1","55410","5"
"3080","M","25","20","55410","5"
"3081","M","25","7","77252","5"
"3082","F","35","6","45459","5"
"3083","F","50","0","97403","5"
"3084","M","25","16","01581","5"
"3085","M","25","4","78703","5"
"3086","M","18","12","98105","5"
"3087","F","1","1","90802","5"
"3088","F","25","4","87110","5"
"3089","M","45","16","93448","5"
"3090","M","25","2","90004","5"
"3091","F","25","0","19107","5"
"3092","M","35","15","98108","5"
"3093","F","45","20","89134","5"
"3094","M","35","0","30030","5"
"3095","F","25","3","06810","5"
"3096","F","45","3","38028","5"
"3097","F","25","5","10021","5"
"3098","M","25","4","55112","5"
"3099","M","25","17","20910","5"
"3100","F","25","6","91423","5"
"3101","M","18","15","91101","5"
"3102","M","25","12","34170","5"
"3103","M","25","20","64112","5"
"3104","M","18","17","02118","5"
"3105","M","35","12","98166","5"
"3106","M","25","0","33142","5"
"3107","M","25","17","92656","5"
"3108","M","50","6","22039","5"
"3109","F","25","11","43201","5"
"3110","M","25","0","10002","5"
"3111","M","18","4","56520","5"
"3112","M","18","12","98133","5"
"3113","M","25","10","55414","5"
"3114","M","18","5","65211","5"
"3115","M","35","17","48323","5"
"3116","M","25","12","98034","5"
"3117","M","35","0","83704","5"
"3118","M","25","0","77025","5"
"3119","M","45","1","37027","5"
"3120","M","18","4","55414","5"
"3121","M","25","2","32118","5"
"3122","F","25","7","22209","5"
"3123","M","25","2","90401","5"
"3124","M","25","12","30337","5"
"3125","M","25","7","10025","5"
"3126","M","25","2","32118","5"
"3127","F","25","0","10003","5"
"3128","M","18","2","10012","5"
"3129","M","25","7","21117","5"
"3130","M","25","7","32835","5"
"3131","F","25","2","90036","5"
"3132","M","35","7","98467","5"
"3133","M","18","4","33720","5"
"3134","M","18","4","55455","5"
"3135","M","25","15","12345","5"
"3136","F","25","4","72801","5"
"3137","M","25","11","11217","5"
"3138","M","35","17","46229","5"
"3139","M","56","13","89128","5"
"3140","F","25","4","78728","5"
"3141","M","25","14","81679","5"
"3142","M","25","20","85719","5"
"3143","F","50","16","90272","5"
"3144","F","25","7","85260","5"
"3145","M","18","4","02138","5"
"3146","M","25","0","31605","5"
"3147","M","25","14","49355","5"
"3148","M","18","20","72837","5"
"3149","M","18","4","92602","5"
"3150","F","25","3","92831","5"
"3151","F","25","0","92870","5"
"3152","M","18","4","61801","5"
"3153","F","25","4","73160","5"
"3154","F","25","4","95616","5"
"3155","M","25","7","55112","5"
"3156","M","35","7","07663","5"
"3157","M","25","12","92880","5"
"3158","M","25","15","15217","5"
"3159","F","25","15","15213","5"
"3160","M","25","17","77521","5"
"3161","M","25","7","55408","5"
"3163","M","18","15","95616","5"
"3164","M","18","12","55118","5"
"3165","M","35","7","60611","5"
"3166","M","18","4","32607","5"
"3167","M","25","2","77056","5"
"3168","F","35","5","94546","5"
"3169","M","50","0","23518","5"
"3170","M","25","0","08461","5"
"3171","F","50","3","10128","5"
"3172","M","18","12","55408","5"
"3173","M","25","12","55317","5"
"3174","F","18","14","10018","5"
"3175","M","35","16","10014","5"
"3176","M","25","17","95129","5"
"3177","F","25","6","94132","5"
"3178","F","35","5","44313","5"
"3179","F","18","20","02125","5"
"3180","M","25","14","07430","5"
"3181","M","25","12","07436","5"
"3182","M","25","12","12866","5"
"3183","M","50","7","60510","5"
"3184","F","25","18","21214","5"
"3185","M","18","7","55337","5"
"3186","M","50","1","92122","5"
"3187","M","35","12","32935","5"
"3188","M","56","13","55344","5"
"3189","M","25","16","90292","5"
"3190","M","1","17","97062","5"
"3191","M","25","12","27707","5"
"3192","M","18","4","02912","5"
"3193","M","25","0","92019","5"
"3194","M","25","15","92648","5"
"3195","M","18","4","80228","5"
"3196","F","18","4","45219","5"
"3197","F","18","14","94110","5"
"3198","M","25","12","94110","5"
"3199","M","18","0","57106","5"
"3200","F","25","1","98144","5"
"3201","M","45","7","35216","5"
"3202","F","18","4","24060","5"
"3203","M","35","0","90254","5"
"3204","M","45","16","80304","5"
"3205","F","35","16","80304","5"
"3206","M","18","20","44089","5"
"3207","M","35","7","60610","5"
"3208","M","25","14","30342","5"
"3209","M","25","0","21555","5"
"3210","F","45","0","02115","5"
"3211","M","50","16","20015","5"
"3212","F","25","17","11215","5"
"3213","F","25","1","83705","5"
"3214","F","56","7","10019","5"
"3215","F","50","13","55447","5"
"3216","M","35","1","54481","5"
"3217","F","35","0","92630","5"
"3218","M","56","6","48070","5"
"3219","F","18","4","54302","5"
"3220","M","35","7","54016","5"
"3221","M","25","0","19106","5"
"3222","M","35","7","10583","5"
"3223","M","25","20","10014","5"
"3224","F","25","14","93428","5"
"3225","M","18","0","15237","5"
"3226","M","35","4","10027","5"
"3227","F","25","14","60657","5"
"3228","M","25","14","05448","5"
"3229","F","56","1","93105","5"
"3230","M","35","16","92630","5"
"3231","M","25","7","55112","5"
"3232","M","35","12","92821","5"
"3233","M","50","2","60660","5"
"3234","F","1","0","90012","5"
"3235","M","18","4","87801","5"
"3236","M","18","15","87111","5"
"3237","M","35","7","05401","5"
"3238","M","35","7","10069","5"
"3239","F","25","12","07730","5"
"3240","M","18","4","55403","5"
"3241","F","50","0","20004","5"
"3242","M","50","13","94089","5"
"3243","M","25","12","98117","5"
"3244","F","18","4","92647","5"
"3245","M","18","2","08820","5"
"3246","F","35","1","85258","5"
"3247","M","35","15","92649","5"
"3248","F","25","7","94115","5"
"3249","F","25","4","92648","5"
"3250","M","25","4","90069","5"
"3251","M","35","17","15330","5"
"3252","M","50","0","76067","5"
"3253","F","35","4","26505","5"
"3254","F","35","6","95843","5"
"3255","F","25","15","91902","5"
"3256","M","25","15","92111","5"
"3257","M","25","14","94105","5"
"3258","M","45","6","02339","5"
"3259","F","18","4","95616","5"
"3260","M","25","4","44514","5"
"3261","M","45","20","87505","5"
"3262","M","25","14","55391","5"
"3263","M","50","11","66048","5"
"3264","F","25","1","94536","5"
"3265","M","25","15","53704","5"
"3266","F","25","4","95616","5"
"3267","M","25","4","78705","5"
"3268","M","25","12","04106","5"
"3269","F","18","20","45220","5"
"3270","M","18","11","45220","5"
"3271","F","35","0","92704","5"
"3272","M","35","0","08330","5"
"3273","M","35","7","11201","5"
"3274","M","25","20","02062","5"
"3275","M","35","7","10028","5"
"3276","M","25","20","55391","5"
"3277","M","25","17","94107","5"
"3278","M","35","7","10014","5"
"3279","M","45","15","92880","5"
"3280","M","25","7","33486","5"
"3281","M","25","17","79705","5"
"3282","M","45","3","20009","5"
"3283","M","35","16","66208","5"
"3284","M","25","6","48197","5"
"3285","M","25","4","44706","5"
"3286","F","35","7","80013","5"
"3288","M","25","14","94133","5"
"3289","M","45","6","95695","5"
"3290","M","25","14","90292","5"
"3291","F","25","7","27516","5"
"3292","F","50","6","79410","5"
"3293","M","45","14","37343","5"
"3294","M","18","4","78749","5"
"3295","M","18","18","92123","5"
"3296","M","18","14","90292","5"
"3297","M","18","4","91325","5"
"3298","M","1","10","20876","5"
"3299","F","25","4","19119","5"
"3300","M","35","5","19119","5"
"3301","F","25","2","85719","5"
"3302","M","25","17","74074","5"
"3303","M","56","17","06405","5"
"3304","F","45","5","92649","5"
"3305","M","56","20","94708","5"
"3306","M","45","14","60045","5"
"3307","M","50","6","90640","5"
"3309","M","25","17","20707","5"
"3310","M","45","14","12561","5"
"3311","M","25","4","90039","5"
"3312","F","18","4","90039","5"
"3313","M","35","20","90292","5"
"3314","M","25","7","06516","5"
"3315","M","25","12","78731","5"
"3316","M","1","19","92557","5"
"3317","M","25","4","78705","5"
"3318","M","56","13","30047","5"
"3319","F","56","13","92308","5"
"3320","M","25","1","56082","5"
"3321","M","35","1","95380","5"
"3322","F","18","4","68516","5"
"3323","M","35","14","11784","5"
"3324","M","35","17","48083","5"
"3325","F","35","14","39180","5"
"3326","M","45","7","64138","5"
"3327","M","18","12","91423","5"
"3329","M","50","18","72601","5"
"3330","F","35","1","47933","5"
"3331","F","25","7","06854","5"
"3332","M","25","7","06854","5"
"3334","M","35","0","09142","5"
"3335","M","25","0","10023","5"
"3336","M","35","17","93436","5"
"3337","M","25","4","97214","5"
"3338","M","45","16","08053","5"
"3339","M","25","17","44118","5"
"3340","M","45","16","48097","5"
"3341","M","25","20","91730","5"
"3342","F","25","5","92705","5"
"3343","F","18","4","79912","5"
"3344","M","35","0","08902","5"
"3345","M","25","7","18655","5"
"3346","M","35","7","54016","5"
"3347","F","35","7","91362","5"
"3348","M","45","16","94546","5"
"3349","F","18","4","92054","5"
"3350","F","18","0","20815","5"
"3351","F","18","5","92870","5"
"3352","M","35","0","30533","5"
"3353","M","35","17","92688","5"
"3354","M","25","7","18615","5"
"3356","M","35","7","95031","5"
"3357","M","25","18","64055","5"
"3358","F","25","1","91790","5"
"3359","M","25","20","22936","5"
"3360","F","25","0","92646","5"
"3361","M","25","4","91790","5"
"3362","F","25","0","90212","5"
"3363","F","35","9","04046","5"
"3364","M","56","13","17033","5"
"3365","M","50","17","23059","5"
"3366","M","35","14","08750","5"
"3367","M","50","16","10025","5"
"3368","M","25","14","55435","5"
"3369","M","45","18","14701","5"
"3370","M","18","4","92833","5"
"3371","M","25","2","55405","5"
"3372","M","56","13","55118","5"
"3373","M","18","16","94709","5"
"3374","M","35","5","64801","5"
"3375","M","25","4","89193","5"
"3376","M","35","16","10803","5"
"3377","M","25","17","03570","5"
"3378","M","18","4","48135","5"
"3379","M","35","1","20037","5"
"3380","M","50","0","20815","5"
"3381","M","25","0","96671","5"
"3382","F","1","10","55305","5"
"3383","M","56","16","03070","5"
"3384","M","35","7","91304","5"
"3385","F","25","9","32212","5"
"3386","M","18","4","55414","5"
"3387","M","18","1","94706","5"
"3388","F","25","1","92646","5"
"3389","M","18","0","13603","5"
"3390","F","45","20","02476","5"
"3391","M","18","4","48135","5"
"3392","M","50","6","08108","5"
"3393","M","35","12","60563","5"
"3394","M","35","7","90069","5"
"3395","M","25","7","02134","5"
"3396","M","25","12","15217","5"
"3397","M","25","5","55414","5"
"3398","M","18","20","30033","5"
"3399","M","25","4","14623","5"
"3400","M","25","14","08742","5"
"3401","M","35","7","76109","5"
"3402","M","35","20","30306","5"
"3403","M","35","5","48342","5"
"3404","M","25","8","95380","5"
"3405","M","35","14","92084","5"
"3406","F","25","7","85214","5"
"3407","F","45","5","60050","5"
"3408","M","25","17","14830","5"
"3409","M","25","4","48127","5"
"3410","M","35","1","20653","5"
"3411","M","18","4","02139","5"
"3412","M","25","18","85213","5"
"3413","F","25","17","92084","5"
"3414","M","25","17","75146","5"
"3415","M","35","7","80129","5"
"3416","M","25","12","20850","5"
"3417","F","18","2","14616","5"
"3418","F","18","3","22305","5"
"3419","M","45","1","16801","5"
"3420","F","25","7","48105","5"
"3421","M","45","7","94501","5"
"3422","M","25","5","43221","5"
"3423","M","25","7","84088","5"
"3424","M","25","6","92111","5"
"3425","M","18","20","48135","5"
"3426","M","25","20","90046","5"
"3427","M","25","14","78267","5"
"3428","M","45","1","47933","5"
"3429","F","25","7","94602","5"
"3430","F","45","1","15208","5"
"3431","F","45","6","48867","5"
"3432","M","25","12","27410","5"
"3433","M","18","12","55113","5"
"3434","M","18","4","48867","5"
"3435","M","45","1","48867","5"
"3436","M","35","0","98503","5"
"3437","F","25","0","37203","5"
"3438","F","25","0","78735","5"
"3439","M","18","17","76116","5"
"3440","M","56","17","32822","5"
"3441","F","25","14","94109","5"
"3442","M","18","12","20878","5"
"3443","F","35","17","48219","5"
"3444","M","50","14","33401","5"
"3445","F","35","20","92009","5"
"3446","M","25","7","30620","5"
"3447","M","25","12","94131","5"
"3448","F","18","3","60640","5"
"3449","M","25","14","02142","5"
"3450","M","25","5","78251","5"
"3451","F","25","11","94117","5"
"3452","M","25","14","07702","5"
"3453","M","35","7","07981","5"
"3454","M","18","0","92122","5"
"3455","F","25","0","07701","5"
"3456","M","25","17","54401","5"
"3457","M","25","20","19083","5"
"3458","M","45","0","02131","5"
"3459","M","18","4","76266","5"
"3460","M","1","4","10012","5"
"3461","M","35","0","95409","5"
"3462","F","25","4","73160","5"
"3463","M","25","15","80301","5"
"3464","F","25","14","78251","5"
"3465","M","25","14","45383","5"
"3466","M","25","14","94306","5"
"3467","M","25","14","55421","5"
"3468","M","25","20","94546","5"
"3469","M","45","17","02176","5"
"3470","M","35","17","49887","5"
"3471","M","18","4","80302","5"
"3472","M","25","6","33156","5"
"3473","F","35","16","02472","5"
"3474","M","35","11","10538","5"
"3475","M","25","14","33133","5"
"3476","M","50","0","44126","5"
"3477","F","50","1","10024","5"
"3478","M","25","7","10019","5"
"3479","M","18","4","78626","5"
"3480","M","25","0","59405","5"
"3481","M","18","4","94122","5"
"3482","M","50","17","08043","5"
"3483","F","45","7","30260","5"
"3484","M","18","4","28403","5"
"3485","M","25","0","94121","5"
"3486","F","18","0","98225","5"
"3487","M","18","4","60611","5"
"3488","M","45","17","80228","5"
"3489","M","18","4","60201","5"
"3490","M","25","0","74136","5"
"3491","M","25","16","28542","5"
"3492","M","35","7","77005","5"
"3493","M","25","17","61350","5"
"3494","M","25","1","28607","5"
"3495","M","18","4","94608","5"
"3496","M","35","5","92867","5"
"3497","F","35","2","94109","5"
"3498","M","25","17","28052","5"
"3499","M","25","3","77006","5"
"3500","M","35","7","20650","5"
"3501","F","35","7","30309","5"
"3502","F","18","7","80503","5"
"3503","M","18","4","59715","5"
"3504","M","18","7","02215","5"
"3505","F","25","15","55455","5"
"3506","M","18","12","80503","5"
"3507","M","25","0","02472","5"
"3508","M","18","4","02151","5"
"3509","M","18","4","02115","5"
"3510","F","18","4","02142","5"
"3511","M","50","0","88004","5"
"3512","M","18","17","02140","5"
"3513","M","25","16","01890","5"
"3514","M","18","12","30318","5"
"3515","M","35","3","55042","5"
"3516","M","18","4","42101","5"
"3517","M","18","12","53713","5"
"3518","F","18","7","11215","5"
"3519","F","25","14","11215","5"
"3520","M","25","0","40515","5"
"3521","M","25","0","53213","5"
"3522","M","18","0","97469","5"
"3523","M","35","7","53404","5"
"3524","F","25","0","83355","5"
"3525","F","18","4","02142","5"
"3527","M","25","0","53213","5"
"3528","M","35","5","41144","5"
"3529","F","45","1","97361","5"
"3530","M","25","0","77058","5"
"3531","F","25","11","55409","5"
"3532","F","35","14","10028","5"
"3533","M","25","2","55344","5"
"3534","M","35","17","68506","5"
"3535","M","45","18","77630","5"
"3536","M","18","4","57103","5"
"3537","M","1","10","97402","5"
"3538","M","35","0","40504","5"
"3539","F","25","4","77006","5"
"3540","M","18","17","57106","5"
"3541","M","25","3","02494","5"
"3542","M","25","15","14803","5"
"3543","M","25","17","60659","5"
"3544","F","25","4","92507","5"
"3545","M","35","12","92507","5"
"3546","M","25","20","41706","5"
"3547","M","35","16","94108","5"
"3548","M","45","7","92965","5"
"3549","F","35","7","60137","5"
"3550","M","25","5","55447","5"
"3551","F","56","0","98374","5"
"3552","F","35","2","02879","5"
"3553","M","35","16","61600","5"
"3554","M","25","15","15203","5"
"3555","M","56","7","55430","5"
"3556","M","25","17","03038","5"
"3557","M","18","5","48185","5"
"3558","M","18","17","66044","5"
"3559","M","18","4","11364","5"
"3560","F","25","6","74105","5"
"3561","M","35","14","63304","5"
"3562","F","25","6","32812","5"
"3563","M","25","2","33133","5"
"3564","M","25","11","02169","5"
"3565","M","25","18","53572","5"
"3566","M","45","0","53818","5"
"3567","M","25","14","54915","5"
"3568","M","25","0","98503","5"
"3569","F","18","2","48823","5"
"3570","M","35","12","19050","5"
"3571","M","18","4","10044","5"
"3572","M","35","11","04287","5"
"3573","M","1","10","48867","5"
"3574","F","35","6","33314","5"
"3575","M","25","18","54915","5"
"3576","M","50","7","68046","5"
"3577","F","56","0","00231","5"
"3578","M","50","3","96714","5"
"3579","M","18","0","32219","5"
"3580","F","18","3","32219","5"
"3581","M","18","1","57382","5"
"3582","F","35","0","52405","5"
"3583","F","25","9","41075","5"
"3584","M","18","0","76543","5"
"3585","M","35","20","60640","5"
"3586","M","35","20","60640","5"
"3587","M","35","3","93611","5"
"3588","M","25","2","90068","5"
"3589","F","45","0","80010","5"
"3590","F","18","15","02115","5"
"3591","M","35","6","96158","5"
"3592","F","56","2","99701","5"
"3593","F","25","9","53719","5"
"3594","M","1","0","02322","5"
"3595","M","25","0","85024","5"
"3596","F","35","4","19104","5"
"3597","M","25","17","55446","5"
"3598","M","56","1","90210","5"
"3599","M","25","16","97378","5"
"3600","M","35","20","94506","5"
"3601","F","35","3","95405","5"
"3602","M","25","12","55443","5"
"3603","F","35","7","78704","5"
"3604","F","1","10","02879","5"
"3605","M","18","12","60640","5"
"3606","F","25","15","02445","5"
"3607","M","35","17","32506","5"
"3608","F","35","9","02879","5"
"3609","F","25","17","48239","5"
"3610","M","18","6","30064","5"
"3611","M","25","2","84321","5"
"3612","M","25","14","29609","5"
"3613","M","25","0","37205","5"
"3614","M","25","0","45458","5"
"3615","M","25","17","76028","5"
"3616","M","45","0","33759","5"
"3617","M","35","7","49034","5"
"3618","M","56","17","22657","5"
"3619","M","50","16","97116","5"
"3620","M","25","7","94117","5"
"3621","M","18","4","33023","5"
"3622","M","18","1","02446","5"
"3623","M","35","11","43209","5"
"3624","M","25","12","60068","5"
"3625","M","18","10","48439","5"
"3626","M","25","17","75075","5"
"3627","F","35","1","85287","5"
"3628","M","25","7","78731","5"
"3629","F","50","7","10022","5"
"3630","M","18","4","77005","5"
"3631","M","18","4","77005","5"
"3632","M","50","11","33881","5"
"3633","M","35","18","60441","5"
"3634","M","50","1","88001","5"
"3635","M","50","1","60062","5"
"3636","M","25","0","06708","5"
"3637","M","25","6","94127","5"
"3638","M","25","2","90038","5"
"3639","M","18","4","78250","5"
"3640","M","35","7","02370","5"
"3641","M","25","0","92008","5"
"3642","F","25","7","98188","5"
"3643","M","25","17","22302","5"
"3644","F","25","11","53711","5"
"3645","M","35","17","97232","5"
"3646","M","35","20","98106","5"
"3647","M","25","7","80202","5"
"3648","M","18","4","85210","5"
"3649","F","25","0","94115","5"
"3650","M","25","0","60611","5"
"3651","M","25","14","98103","5"
"3652","M","25","12","94608","5"
"3653","M","18","15","96661","5"
"3654","M","25","17","94901","5"
"3655","F","25","7","94121","5"
"3656","F","45","5","34610","5"
"3657","M","18","17","95121","5"
"3658","F","25","7","07090","5"
"3659","M","18","4","29649","5"
"3660","M","35","7","15137","5"
"3661","M","35","12","08852","5"
"3662","M","35","16","08753","5"
"3663","F","35","9","17055","5"
"3664","F","35","1","94043","5"
"3665","M","25","0","95903","5"
"3666","M","45","0","68144","5"
"3667","F","1","10","10706","5"
"3668","F","45","7","33324","5"
"3669","M","25","14","60148","5"
"3670","M","45","14","55123","5"
"3671","M","25","4","98102","5"
"3672","M","35","5","08406","5"
"3673","M","25","2","10003","5"
"3674","M","25","20","29205","5"
"3675","M","35","7","06680","5"
"3676","F","35","12","48109","5"
"3677","F","25","12","06906","5"
"3678","M","25","0","06880","5"
"3679","M","25","4","68108","5"
"3680","F","25","1","94939","5"
"3681","M","25","7","29662","5"
"3682","F","50","1","10706","5"
"3683","M","25","2","30606","5"
"3684","M","25","17","83713","5"
"3685","M","25","5","55100","5"
"3686","M","25","7","48070","5"
"3687","F","50","1","62221","5"
"3688","M","18","6","21202","5"
"3689","M","25","0","80906","5"
"3690","M","18","0","63116","5"
"3691","M","25","7","21030","5"
"3692","M","35","17","89147","5"
"3693","M","25","15","94062","5"
"3694","M","25","12","28227","5"
"3695","M","25","2","98502","5"
"3696","M","35","7","19149","5"
"3697","M","25","15","68516","5"
"3698","M","25","7","53202","5"
"3699","F","56","3","30127","5"
"3700","M","25","14","10021","5"
"3701","M","35","1","92614","5"
"3702","M","35","15","53095","5"
"3703","M","18","12","97402","5"
"3704","F","35","0","04255","5"
"3705","M","45","7","30076","5"
"3706","M","25","12","46725","5"
"3707","F","18","0","34744","5"
"3708","M","56","7","30097","5"
"3709","M","25","12","89502","5"
"3710","M","1","10","02818","5"
"3711","M","35","0","32506","5"
"3712","M","25","17","60042","5"
"3713","F","25","7","22201","5"
"3714","M","25","17","92111","5"
"3715","M","18","5","55428","5"
"3716","M","18","12","36115","5"
"3717","M","35","17","94533","5"
"3718","M","50","17","07728","5"
"3719","M","25","1","39759","5"
"3720","M","45","7","43065","5"
"3721","M","25","15","94065","5"
"3722","M","25","18","80538","5"
"3723","M","25","14","53048","5"
"3724","M","35","6","77083","5"
"3725","M","18","4","32608","5"
"3726","M","25","17","92882","5"
"3727","M","35","7","74401","5"
"3728","M","18","4","07030","5"
"3729","M","18","4","20037","5"
"3730","M","25","1","48911","5"
"3731","M","25","17","67443","5"
"3732","M","25","17","60153","5"
"3733","M","18","4","02777","5"
"3734","M","18","4","77840","5"
"3735","M","25","0","10009","5"
"3736","M","35","1","44242","5"
"3737","M","25","14","37127","5"
"3739","M","56","11","48070","5"
"3740","M","18","5","55116","5"
"3741","M","25","0","96818","5"
"3742","M","25","0","90266","5"
"3743","F","35","7","89128","5"
"3744","M","25","0","60645","5"
"3745","F","25","9","49442","5"
"3746","M","25","5","54703","5"
"3747","M","45","13","89109","5"
"3748","M","18","4","02026","5"
"3749","F","25","0","60664","5"
"3750","F","18","4","94116","5"
"3751","F","35","12","55555","5"
"3752","F","18","1","86314","5"
"3753","M","25","7","42518","5"
"3754","M","56","7","94612","5"
"3755","F","50","14","08810","5"
"3756","M","18","12","53188","5"
"3757","M","25","7","92612","5"
"3758","F","35","5","02021","5"
"3759","M","35","6","54751","5"
"3760","M","50","0","55128","5"
"3761","M","25","17","27613","5"
"3762","M","50","6","11746","5"
"3763","M","25","2","98502","5"
"3764","M","25","1","06111","5"
"3765","F","50","3","34744","5"
"3766","F","18","1","45458","5"
"3767","M","25","0","94305","5"
"3768","M","25","4","86314","5"
"3769","M","25","15","02446","5"
"3770","F","35","3","50322","5"
"3771","M","25","1","14982","5"
"3772","M","35","17","06074","5"
"3773","M","35","6","50265","5"
"3774","M","25","0","52556","5"
"3775","M","35","12","14619","5"
"3776","F","25","4","50265","5"
"3777","M","18","4","23112","5"
"3778","M","25","0","61832","5"
"3779","F","45","2","98383","5"
"3780","M","1","0","46979","5"
"3781","F","56","11","54401","5"
"3782","F","25","0","94602","5"
"3783","M","25","7","97267","5"
"3784","F","25","1","98027","5"
"3785","F","25","20","93401","5"
"3786","F","25","0","94115","5"
"3787","F","25","0","94703","5"
"3788","F","18","0","94587","5"
"3789","F","25","0","94110","5"
"3790","F","25","17","94618","5"
"3791","M","50","18","60516","5"
"3792","M","25","6","68108","5"
"3793","M","18","4","21093","5"
"3794","F","18","4","53211","5"
"3795","F","18","4","91405","5"
"3796","M","45","14","02021","5"
"3797","M","25","7","02420","5"
"3798","M","25","7","48326","5"
"3799","M","18","0","17844","5"
"3800","M","18","1","45458","5"
"3801","M","18","12","36115","5"
"3802","M","18","0","94520","5"
"3803","F","35","9","19006","5"
"3804","M","25","6","06511","5"
"3805","F","35","1","89031","5"
"3806","M","18","4","55104","5"
"3807","F","35","19","32095","5"
"3808","M","25","7","60010","5"
"3809","M","35","6","20650","5"
"3810","M","50","7","20016","5"
"3811","M","25","15","98103","5"
"3812","M","35","17","78749","5"
"3813","M","35","7","80910","5"
"3814","M","25","15","98102","5"
"3815","M","25","17","53406","5"
"3816","F","25","3","90020","5"
"3817","M","35","3","20122","5"
"3818","M","45","17","32837","5"
"3819","M","25","12","36115","5"
"3820","M","25","17","90804","5"
"3821","M","25","20","44313","5"
"3822","M","45","20","98027","5"
"3823","M","56","7","93711","5"
"3824","M","25","17","32308","5"
"3825","M","18","1","06279","5"
"3826","M","25","1","48105","5"
"3827","M","50","2","87020","5"
"3828","M","25","20","92101","5"
"3829","F","25","1","22307","5"
"3830","M","18","4","60630","5"
"3831","F","18","6","84780","5"
"3832","F","25","7","43214","5"
"3833","M","25","1","68516","5"
"3834","M","18","2","02322","5"
"3835","M","25","7","40515","5"
"3836","F","50","8","84770","5"
"3837","M","25","17","28804","5"
"3838","F","25","14","10033","5"
"3839","M","50","14","02651","5"
"3840","F","25","0","02176","5"
"3841","M","45","18","26101","5"
"3842","F","35","16","92054","5"
"3843","F","1","10","32043","5"
"3844","M","18","4","73071","5"
"3845","M","25","12","94065","5"
"3846","M","35","0","33884","5"
"3847","M","25","7","12801","5"
"3849","M","35","0","14086","5"
"3850","M","18","3","92278","5"
"3851","M","25","12","60657","5"
"3852","M","50","16","60302","5"
"3853","M","25","14","92614","5"
"3854","M","25","14","30340","5"
"3855","M","25","17","20886","5"
"3856","F","35","20","93449","5"
"3857","M","18","14","08822","5"
"3858","F","45","9","63119","5"
"3859","M","25","0","89145","5"
"3860","M","45","17","44129","5"
"3861","M","18","4","12604","5"
"3862","M","25","17","10025","5"
"3863","M","25","0","94558","5"
"3864","M","50","20","29630","5"
"3865","F","1","10","95864","5"
"3866","M","45","14","63130","5"
"3867","M","35","3","45215","5"
"3868","M","18","12","73112","5"
"3869","M","18","17","63544","5"
"3870","M","25","17","95050","5"
"3871","M","18","4","64468","5"
"3872","M","25","1","14613","5"
"3873","F","45","2","94558","5"
"3874","M","25","7","92103","5"
"3875","M","25","0","66605","5"
"3876","M","25","0","11235","5"
"3877","M","45","1","33705","5"
"3878","M","35","16","22124","5"
"3879","M","25","3","83687","5"
"3880","M","25","7","54942","5"
"3881","M","18","2","44515","5"
"3882","M","56","14","55337","5"
"3883","M","50","16","78411","5"
"3884","M","18","4","78759","5"
"3885","M","25","12","92728","5"
"3886","M","35","7","95008","5"
"3887","M","18","4","80513","5"
"3888","M","45","17","02067","5"
"3889","M","45","6","66203","5"
"3890","M","18","4","33143","5"
"3891","F","56","16","90039","5"
"3892","M","25","20","91505","5"
"3893","M","25","6","79401","5"
"3894","M","35","16","02139","5"
"3895","F","35","0","20723","5"
"3896","M","35","0","60914","5"
"3897","M","56","17","92069","5"
"3898","M","45","11","01772","5"
"3899","M","25","17","02135","5"
"3900","F","25","14","55343","5"
"3901","M","18","14","85282","5"
"3902","M","25","5","46239","5"
"3903","M","25","0","02542","5"
"3904","M","1","10","48445","5"
"3906","M","50","17","54409","5"
"3907","F","18","14","22201","5"
"3908","M","25","0","10021","5"
"3909","M","18","17","19104","5"
"3910","M","25","20","91505","5"
"3911","M","18","0","92037","5"
"3912","M","25","4","19104","5"
"3913","M","18","17","40207","5"
"3914","M","35","4","84123","5"
"3915","F","35","3","71111","5"
"3916","M","25","4","02134","5"
"3917","F","35","9","60618","5"
"3918","M","25","18","30189","5"
"3919","M","45","0","73702","5"
"3920","M","35","17","63126","5"
"3921","M","25","14","95820","5"
"3922","M","18","4","53211","5"
"3923","M","35","2","92115","5"
